n_overlaps,origins,ci_id_1,ci_id_2,ci_id_3,ci_id_4,ci_id_5,area_ha,rest_area,population,tstor_woody,tstor_soil,tstor_total,carbon_seq_potl
2,,TLS1002,TLS1050,NA,NA,NA,474.60659754392225,474.60659754392225,194.96653747558594,114761.8515625,41987.97265625,156749.82421875,690.3258600887478
2,,TLS1001,TLS1059,NA,NA,NA,6619.257026222502,6619.257026222502,516.454833984375,1420247.875,710337.0625,2130584.9375,11014.48167004386
2,,TLS1001,TLS1060,NA,NA,NA,4718.155891816505,4718.155891816505,671.92803955078125,1085096.375,477012.125,1562108.5,7851.832820644704
2,,TLS1001,TLS1062,NA,NA,NA,1008.1785198021059,1008.1785198021059,277.624267578125,166042.390625,100203.75,266246.140625,1677.580931650902
2,,TLS1061,TLS1063,NA,NA,NA,0.5447997930328246,0.5447997930328246,0.28078389167785645,41.50577926635742,47.28477096557617,88.7905502319336,0.9066462954042465
2,,IDN1005,IDN1060,NA,NA,NA,1.6174329616141738,0,0.09301698207855225,746.8719482421875,209.76402282714844,956.6359710693359,Inf
2,,IDN1002,IDN1065,NA,NA,NA,315.56070287457175,315.56070287457175,1397.9873046875,58666.90625,40333.9765625,99000.8828125,274.85530935111234
3,,IDN1029,IDN1041,IDN1067,NA,NA,0.9795507508417591,0,0.03382613882422447,220.5248565673828,146.73191833496094,367.25677490234375,Inf
2,,IDN1065,IDN1068,NA,NA,NA,19.87742658610961,19.87742658610961,77.61653900146484,6465.60595703125,3749.619140625,10215.22509765625,17.311078371247717
2,,SUR1002,SUR1003,NA,NA,NA,0.445396344288066,0,0.0011311254929751158,201.5917205810547,22.01807975769043,223.60980033874512,Inf
2,,GUY1007,GUY1023,NA,NA,NA,1.5264369680499268,0,0.04030522704124451,179.47666931152344,124.82141876220703,304.29808807373047,Inf
2,,GUY1020,GUY1024,NA,NA,NA,5.839193160499679,0,0.00731021398678422,1628.5032958984375,352.15386962890625,1980.6571655273437,Inf
2,,BRA1076,BRA1078,NA,NA,NA,44.1124408518434,0,0.3421171009540558,423.4765319824219,2054.884765625,2478.361297607422,Inf
2,,BRA1077,BRA1078,NA,NA,NA,112.57291489709579,0,1.3840043544769287,132.41966247558594,4889.3125,5021.732162475586,Inf
2,,BRA1076,BRA1080,NA,NA,NA,153.05947743494877,0,6.198475360870361,1648.1578369140625,7187.75048828125,8835.9083251953125,Inf
2,,BRA1080,BRA1082,NA,NA,NA,999.0486902635828,0,3.1913466453552246,1.5034915208816528,47718.90234375,47720.40583527088,Inf
2,,BRA1079,BRA1082,NA,NA,NA,9.963727260207763,0,0.548638105392456,9.86418342590332,507.15386962890625,517.0180530548096,0
2,,BRA1078,BRA1082,NA,NA,NA,162069.7762004433,0,489.4777526855469,851139.375,8671373,9522512.375,Inf
3,,BRA1078,BRA1081,BRA1082,NA,NA,35426.15089492043,0,69.86124420166016,441279.3125,1872202.25,2313481.5625,Inf
2,,BRA1081,BRA1082,NA,NA,NA,1110579.313044488,0,27396.3671875,32691412,57907956,90599368,Inf
2,,BRA1080,BRA1083,NA,NA,NA,8476.484144669475,0,6.185697078704834,221484.890625,470933,692417.890625,Inf
2,,BRA1082,BRA1085,NA,NA,NA,40.63377074904298,0,1028.677490234375,449.35540771484375,1533.3223876953125,1982.6777954101562,Inf
2,,BRA1082,BRA1086,NA,NA,NA,41.55552792799175,0,0.9118189215660095,4828.150390625,2339.784912109375,7167.935302734375,Inf
3,,BRA1081,BRA1082,BRA1089,NA,NA,28.773530003343726,0,488.2950744628906,243.18768310546875,1095.8590087890625,1339.0466918945312,Inf
2,,BRA1082,BRA1090,NA,NA,NA,2329.1851576556514,0,12.033413887023926,44466.40234375,111274.78125,155741.18359375,Inf
2,,BRA1028,BRA1091,NA,NA,NA,98127.31743989677,0,37.807430267333984,43472796,6250470.5,49723266.5,Inf
2,,BRA1035,BRA1091,NA,NA,NA,101153.88289581734,0,0.624938428401947,44872812,6289893.5,51162705.5,Inf
2,,BRA1001,BRA1091,NA,NA,NA,377.9831929225145,0,2.3853511810302734,118299.5390625,36484.41015625,154783.94921875,Inf
2,,BRA1026,BRA1091,NA,NA,NA,300791.407076044,0,1.2918987274169922,126977232,22496966,149474198,Inf
3,,NCL1013,NCL1016,NCL1017,NA,NA,8.431484847260512,0,1.5592354536056519,573.9561767578125,1019.9417724609375,1593.89794921875,7.100885165922451
3,,NCL1013,NCL1015,NCL1017,NA,NA,9.408506914845528,0,1.0118725299835205,1320.1575927734375,919.30084228515625,2239.4584350585937,4.6616459801358605
3,,NCL1006,NCL1013,NCL1017,NA,NA,0.5477128497496248,0,2.694488286972046,5.896132946014404,62.35067367553711,68.24680662155151,0.0328646532803631
3,,NCL1013,NCL1014,NCL1017,NA,NA,9.562697403196827,0,202.42364501953125,842.2373046875,1003.8320922851562,1846.0693969726562,Inf
2,,WSM1002,WSM1003,NA,NA,NA,0.8468881944406778,0,0.4699418246746063,0,116.29727172851562,116.29727172851562,Inf
2,,CRI1008,CRI1012,NA,NA,NA,19621.396004556376,0,326.51922607421875,130359.8359375,469352.9375,599712.7734375,Inf
4,,CRI1001,CRI1006,CRI1010,CRI1012,NA,3.4251785829017956,0,1.2917190790176392,196.49612426757812,375.58270263671875,572.0788269042969,3.962096779599409
3,,CRI1001,CRI1010,CRI1012,NA,NA,2.789943519623764,0,0.9374909996986389,170.22459411621094,312.8961181640625,483.12071228027344,3.2272799822192417
2,,CRI1010,CRI1012,NA,NA,NA,1345.41106446239,0,594.04302978515625,43976.5390625,102538.6640625,146515.203125,Inf
2,,CRI1006,CRI1012,NA,NA,NA,1123.48856787254,0,235.76153564453125,155046.0625,120820.6953125,275866.7578125,Inf
2,,CRI1007,CRI1012,NA,NA,NA,603.9758454847167,0,42.227561950683594,3227.923828125,30916.08203125,34144.005859375,Inf
3,,CRI1006,CRI1007,CRI1012,NA,NA,13.41581635625757,0,3.618893623352051,740.74365234375,1334.2943115234375,2075.0379638671875,Inf
2,,ECU1011,ECU1032,NA,NA,NA,204.15788924418212,0,779.4542236328125,253.58319091796875,15816.6337890625,16070.216979980469,Inf
2,,ECU1009,ECU1032,NA,NA,NA,8.81622626006142,0,49.627017974853516,18.874343872070312,1042.19970703125,1061.0740509033203,Inf
2,,MDG1074,MDG1075,NA,NA,NA,70.93255525723146,0,2.2913215160369873,3390.4365234375,3900.501220703125,7290.937744140625,Inf
2,,MEX1006,MEX1022,NA,NA,NA,3.2471326232887803,0,0.8478868007659912,981.26763916015625,304.3891296386719,1285.6567687988281,Inf
2,,ZAF1012,ZAF1013,NA,NA,NA,0.5448390809767414,0.5448390809767414,0.02571924962103367,17.28438377380371,18.934459686279297,36.21884346008301,0.14827436040620295
