ci_id,biome,ci_divisio,ci_divis_1,country,new_or_con,new_or_c_1,ci_sls_1,ci_sls_2,ecosystem,tstor_ic,ha_high_ic,ha_ic,tonnes_ha_ic,tstor_blue_ic
BRA1056,Terrestrial,Americas Field Division,CI-GEF Project Agency,Brazil,NA,Continued this year,Site is outside of a current CI SLS,Site is outside of a current CI SLS,Primary forest,19601.341796875,21149.767578125,26441.8046875,0.17654384496688139,0
BRA1056,Terrestrial,Americas Field Division,CI-GEF Project Agency,Brazil,NA,Continued this year,Site is outside of a current CI SLS,Site is outside of a current CI SLS,Secondary forest,14758.9287109375,14962.4619140625,19943.08984375,0.1329295743741589,0
BRA1056,Terrestrial,Americas Field Division,CI-GEF Project Agency,Brazil,NA,Continued this year,Site is outside of a current CI SLS,Site is outside of a current CI SLS,Grassland,9096.3212890625,7503.6484375,8018.16796875,0.08192804105284353,0
BRA1056,Terrestrial,Americas Field Division,CI-GEF Project Agency,Brazil,NA,Continued this year,Site is outside of a current CI SLS,Site is outside of a current CI SLS,Wetlands,3103.6328125,2710.883544921875,2710.883544921875,0.027953559290082933,0
BRA1056,Terrestrial,Americas Field Division,CI-GEF Project Agency,Brazil,NA,Continued this year,Site is outside of a current CI SLS,Site is outside of a current CI SLS,Mangroves,291.28436279296875,198.30010986328125,198.30010986328125,0.0026235174060582527,291.28436279296875
BRA1056,Terrestrial,Americas Field Division,CI-GEF Project Agency,Brazil,NA,Continued this year,Site is outside of a current CI SLS,Site is outside of a current CI SLS,Salt marsh,192.0806121826172,198.30194091796875,198.30194091796875,0.0017300167595525496,192.0806121826172
BRA1057,Terrestrial,Americas Field Division,CI-GEF Project Agency,Brazil,NA,Continued this year,Site is outside of a current CI SLS,Site is outside of a current CI SLS,Primary forest,1257.702392578125,1302.9754638671875,1525.6480712890625,0.3055434500515332,0
BRA1057,Terrestrial,Americas Field Division,CI-GEF Project Agency,Brazil,NA,Continued this year,Site is outside of a current CI SLS,Site is outside of a current CI SLS,Secondary forest,1230.1827392578125,1021.4553833007812,1181.88671875,0.2988578860665,0
BRA1057,Terrestrial,Americas Field Division,CI-GEF Project Agency,Brazil,NA,Continued this year,Site is outside of a current CI SLS,Site is outside of a current CI SLS,Grassland,398.0760192871094,409.4234619140625,409.4234619140625,0.09670771164427819,0
BRA1057,Terrestrial,Americas Field Division,CI-GEF Project Agency,Brazil,NA,Continued this year,Site is outside of a current CI SLS,Site is outside of a current CI SLS,Wetlands,41.0871467590332,59.24675369262695,59.24675369262695,0.009981620968212368,0
BRA1058,Terrestrial,Americas Field Division,CI-GEF Project Agency,Brazil,NA,Continued this year,Site is outside of a current CI SLS,Site is outside of a current CI SLS,Primary forest,474.6096496582031,289.9129943847656,413.79046630859375,0.11407213116783432,0
BRA1058,Terrestrial,Americas Field Division,CI-GEF Project Agency,Brazil,NA,Continued this year,Site is outside of a current CI SLS,Site is outside of a current CI SLS,Secondary forest,1809.9180908203125,1434.3927001953125,1563.3890380859375,0.43501267622303286,0
BRA1058,Terrestrial,Americas Field Division,CI-GEF Project Agency,Brazil,NA,Continued this year,Site is outside of a current CI SLS,Site is outside of a current CI SLS,Grassland,679.04132080078125,575.43841552734375,575.43841552734375,0.16320715491256843,0
BRA1058,Terrestrial,Americas Field Division,CI-GEF Project Agency,Brazil,NA,Continued this year,Site is outside of a current CI SLS,Site is outside of a current CI SLS,Wetlands,651.00439453125,494.4928283691406,494.4928283691406,0.15646849729516826,0
BRA1058,Terrestrial,Americas Field Division,CI-GEF Project Agency,Brazil,NA,Continued this year,Site is outside of a current CI SLS,Site is outside of a current CI SLS,Mangroves,643.7445068359375,397.0408935546875,397.0408935546875,0.15472358784792076,643.7445068359375
BRA1058,Terrestrial,Americas Field Division,CI-GEF Project Agency,Brazil,NA,Continued this year,Site is outside of a current CI SLS,Site is outside of a current CI SLS,Salt marsh,149.51217651367187,99.2596435546875,99.2596435546875,0.035935157708526365,149.51217651367187
BRA1059,Terrestrial,Americas Field Division,Americas Field Division,Brazil,NA,Continued this year,Abrolhos Seascape,Abrolhos Seascape,Primary forest,11.168293952941895,0,278.1763916015625,5.898467459697011e-4,0
BRA1059,Terrestrial,Americas Field Division,Americas Field Division,Brazil,NA,Continued this year,Abrolhos Seascape,Abrolhos Seascape,Secondary forest,11.046245574951172,0,100.11981201171875,5.834008340952429e-4,0
BRA1059,Terrestrial,Americas Field Division,Americas Field Division,Brazil,NA,Continued this year,Abrolhos Seascape,Abrolhos Seascape,Grassland,1.0998386144638062,0,9.836544036865234,5.808731669911088e-5,0
BRA1060,Terrestrial,Americas Field Division,Americas Field Division,Brazil,NA,Continued this year,Abrolhos Seascape,Abrolhos Seascape,Primary forest,91.2612533569336,91.33707427978516,153.84149169921875,0.004086614499845896,0
BRA1060,Terrestrial,Americas Field Division,Americas Field Division,Brazil,NA,Continued this year,Abrolhos Seascape,Abrolhos Seascape,Secondary forest,205.00030517578125,284.74383544921875,829.1925048828125,0.00917976894671404,0
BRA1060,Terrestrial,Americas Field Division,Americas Field Division,Brazil,NA,Continued this year,Abrolhos Seascape,Abrolhos Seascape,Grassland,886.20135498046875,1096.9346923828125,1589.6849365234375,0.03968347106610404,0
BRA1060,Terrestrial,Americas Field Division,Americas Field Division,Brazil,NA,Continued this year,Abrolhos Seascape,Abrolhos Seascape,Wetlands,183.0213623046875,190.31881713867187,190.31881713867187,0.008195567400883832,0
BRA1061,Terrestrial + Marine,Americas Field Division,Center for Oceans,Brazil,NA,Continued this year,Abrolhos Seascape,Abrolhos Seascape,Primary forest,7.937941551208496,2.408613363513723e-4,44.30050277709961,8.820360394277342e-5,0
BRA1061,Terrestrial + Marine,Americas Field Division,Center for Oceans,Brazil,NA,Continued this year,Abrolhos Seascape,Abrolhos Seascape,Secondary forest,93.93555450439453,41.70600509643555,140.58596801757812,0.0010437787167113894,0
BRA1061,Terrestrial + Marine,Americas Field Division,Center for Oceans,Brazil,NA,Continued this year,Abrolhos Seascape,Abrolhos Seascape,Grassland,69.04113006591797,130.1241912841797,168.91217041015625,7.671606615909919e-4,0
BRA1061,Terrestrial + Marine,Americas Field Division,Center for Oceans,Brazil,NA,Continued this year,Abrolhos Seascape,Abrolhos Seascape,Wetlands,12.793309211730957,24.255796432495117,24.255796432495117,1.4215473514757218e-4,0
BRA1062,Terrestrial + Marine,Americas Field Division,Center for Oceans,Brazil,NA,Continued this year,Abrolhos Seascape,Abrolhos Seascape,Primary forest,638.40203857421875,476.3674621582031,507.99664306640625,0.006347922290843079,0
BRA1062,Terrestrial + Marine,Americas Field Division,Center for Oceans,Brazil,NA,Continued this year,Abrolhos Seascape,Abrolhos Seascape,Secondary forest,2557.543212890625,2264.714111328125,3197.33642578125,0.02543081724356897,0
BRA1062,Terrestrial + Marine,Americas Field Division,Center for Oceans,Brazil,NA,Continued this year,Abrolhos Seascape,Abrolhos Seascape,Grassland,6075.623046875,5424.11474609375,6822.93994140625,0.060412687678994624,0
BRA1062,Terrestrial + Marine,Americas Field Division,Center for Oceans,Brazil,NA,Continued this year,Abrolhos Seascape,Abrolhos Seascape,Wetlands,3011.126708984375,3027.679443359375,3401.884033203125,0.029941004573237576,0
BRA1062,Terrestrial + Marine,Americas Field Division,Center for Oceans,Brazil,NA,Continued this year,Abrolhos Seascape,Abrolhos Seascape,Mangroves,461.73394775390625,283.92059326171875,283.92059326171875,0.004591230983428697,461.73394775390625
BRA1063,Terrestrial,Americas Field Division,Americas Field Division,Brazil,NA,Continued this year,Abrolhos Seascape,Abrolhos Seascape,Primary forest,30.965078353881836,0,238.0203399658203,0.0013644604172590846,0
BRA1063,Terrestrial,Americas Field Division,Americas Field Division,Brazil,NA,Continued this year,Abrolhos Seascape,Abrolhos Seascape,Secondary forest,19.1102352142334,0,348.0198059082031,8.420827881116383e-4,0
BRA1063,Terrestrial,Americas Field Division,Americas Field Division,Brazil,NA,Continued this year,Abrolhos Seascape,Abrolhos Seascape,Grassland,6.77602481842041,0,166.592529296875,2.9858208480653753e-4,0
BRA1064,Terrestrial + Marine,Americas Field Division,Center for Oceans,Brazil,NA,Continued this year,Abrolhos Seascape,Abrolhos Seascape,Primary forest,916.48248291015625,411.56231689453125,411.56231689453125,0.009102390621589022,0
BRA1064,Terrestrial + Marine,Americas Field Division,Center for Oceans,Brazil,NA,Continued this year,Abrolhos Seascape,Abrolhos Seascape,Secondary forest,10030.79296875,4911.4853515625,5007.193359375,0.09962459463047015,0
BRA1064,Terrestrial + Marine,Americas Field Division,Center for Oceans,Brazil,NA,Continued this year,Abrolhos Seascape,Abrolhos Seascape,Grassland,9231.0185546875,4772.9443359375,5187.158203125,0.09168133410809416,0
BRA1064,Terrestrial + Marine,Americas Field Division,Center for Oceans,Brazil,NA,Continued this year,Abrolhos Seascape,Abrolhos Seascape,Wetlands,1752.1595458984375,896.6009521484375,896.6009521484375,0.017402231810771114,0
BRA1064,Terrestrial + Marine,Americas Field Division,Center for Oceans,Brazil,NA,Continued this year,Abrolhos Seascape,Abrolhos Seascape,Mangroves,16.957645416259766,0,0,1.6842123606232258e-4,16.957645416259766
BRA1066,Terrestrial,Americas Field Division,Americas Field Division,Brazil,NA,Continued this year,Site is outside of a current CI SLS,Site is outside of a current CI SLS,Primary forest,209167.453125,355061.40625,465853.25,0.39419572402774594,0
BRA1066,Terrestrial,Americas Field Division,Americas Field Division,Brazil,NA,Continued this year,Site is outside of a current CI SLS,Site is outside of a current CI SLS,Secondary forest,15578.1162109375,23103.177734375,37019.26171875,0.02935842410955337,0
BRA1066,Terrestrial,Americas Field Division,Americas Field Division,Brazil,NA,Continued this year,Site is outside of a current CI SLS,Site is outside of a current CI SLS,Grassland,2468.086181640625,2519.55322265625,3005.61767578125,0.004651340372506633,0
BRA1066,Terrestrial,Americas Field Division,Americas Field Division,Brazil,NA,Continued this year,Site is outside of a current CI SLS,Site is outside of a current CI SLS,Wetlands,1761.9959716796875,1464.269775390625,1538.715576171875,0.003320647009911075,0
BRA1067,Terrestrial,Americas Field Division,Americas Field Division,Brazil,NA,Continued this year,Site is outside of a current CI SLS,Site is outside of a current CI SLS,Primary forest,511306.65625,877793.3125,1419372.5,0.33234734959429096,0
BRA1067,Terrestrial,Americas Field Division,Americas Field Division,Brazil,NA,Continued this year,Site is outside of a current CI SLS,Site is outside of a current CI SLS,Secondary forest,12201.3232421875,15437.033203125,20620.775390625,0.007930812930981156,0
BRA1067,Terrestrial,Americas Field Division,Americas Field Division,Brazil,NA,Continued this year,Site is outside of a current CI SLS,Site is outside of a current CI SLS,Grassland,1782.7353515625,2428.16357421875,3019.92578125,0.0011587710855658225,0
BRA1067,Terrestrial,Americas Field Division,Americas Field Division,Brazil,NA,Continued this year,Site is outside of a current CI SLS,Site is outside of a current CI SLS,Wetlands,168.03536987304688,197.40838623046875,197.40838623046875,1.0922234070838677e-4,0
BRA1068,Terrestrial,Americas Field Division,Americas Field Division,Brazil,NA,Continued this year,Site is outside of a current CI SLS,Site is outside of a current CI SLS,Primary forest,577448.1875,975056.3125,2241685,0.17593248363105263,0
BRA1068,Terrestrial,Americas Field Division,Americas Field Division,Brazil,NA,Continued this year,Site is outside of a current CI SLS,Site is outside of a current CI SLS,Secondary forest,70670.2109375,115611.90625,228828.71875,0.021531257692214603,0
BRA1068,Terrestrial,Americas Field Division,Americas Field Division,Brazil,NA,Continued this year,Site is outside of a current CI SLS,Site is outside of a current CI SLS,Grassland,6871.732421875,9043.177734375,22137.232421875,0.0020936267149137032,0
BRA1068,Terrestrial,Americas Field Division,Americas Field Division,Brazil,NA,Continued this year,Site is outside of a current CI SLS,Site is outside of a current CI SLS,Wetlands,514.58544921875,689.093017578125,1082.7564697265625,1.5677994680943664e-4,0
BRA1068,Terrestrial,Americas Field Division,Americas Field Division,Brazil,NA,Continued this year,Site is outside of a current CI SLS,Site is outside of a current CI SLS,Mangroves,165.24453735351562,196.77203369140625,196.77203369140625,5.034543789795557e-5,165.24453735351562
BRA1069,Terrestrial,Americas Field Division,Americas Field Division,Brazil,NA,Continued this year,Site is outside of a current CI SLS,Site is outside of a current CI SLS,Primary forest,1189826.75,2010456.625,4262100.5,0.24120303620399086,0
BRA1069,Terrestrial,Americas Field Division,Americas Field Division,Brazil,NA,Continued this year,Site is outside of a current CI SLS,Site is outside of a current CI SLS,Secondary forest,15480.783203125,20149.783203125,31646.1953125,0.003138282032581208,0
BRA1069,Terrestrial,Americas Field Division,Americas Field Division,Brazil,NA,Continued this year,Site is outside of a current CI SLS,Site is outside of a current CI SLS,Grassland,3505.348388671875,4730.7841796875,6304.86181640625,7.106082245170763e-4,0
BRA1069,Terrestrial,Americas Field Division,Americas Field Division,Brazil,NA,Continued this year,Site is outside of a current CI SLS,Site is outside of a current CI SLS,Wetlands,1323.6512451171875,1377.8402099609375,2460.09716796875,2.6833209053121266e-4,0
BRA1069,Terrestrial,Americas Field Division,Americas Field Division,Brazil,NA,Continued this year,Site is outside of a current CI SLS,Site is outside of a current CI SLS,Mangroves,123.60812377929687,0,295.37908935546875,2.505797987399857e-5,123.60812377929687
BRA1070,Terrestrial,Americas Field Division,Americas Field Division,Brazil,NA,Continued this year,Site is outside of a current CI SLS,Site is outside of a current CI SLS,Primary forest,124798.046875,180229,423331.5625,0.19668884416686855,0
BRA1070,Terrestrial,Americas Field Division,Americas Field Division,Brazil,NA,Continued this year,Site is outside of a current CI SLS,Site is outside of a current CI SLS,Secondary forest,14302.484375,16211.2734375,31585.294921875,0.022541531625500027,0
BRA1070,Terrestrial,Americas Field Division,Americas Field Division,Brazil,NA,Continued this year,Site is outside of a current CI SLS,Site is outside of a current CI SLS,Grassland,5685.095703125,6252.16650390625,10346.6767578125,0.008960035279604107,0
BRA1070,Terrestrial,Americas Field Division,Americas Field Division,Brazil,NA,Continued this year,Site is outside of a current CI SLS,Site is outside of a current CI SLS,Wetlands,995.60015869140625,1272.5400390625,1957.6588134765625,0.0015691226695358777,0
BRA1070,Terrestrial,Americas Field Division,Americas Field Division,Brazil,NA,Continued this year,Site is outside of a current CI SLS,Site is outside of a current CI SLS,Mangroves,93.29803466796875,97.75065612792969,97.75065612792969,1.4704302720589516e-4,93.29803466796875
BRA1071,Terrestrial,Americas Field Division,CI-GCF Implementing Agency,Brazil,NA,Continued this year,Site is outside of a current CI SLS,Site is outside of a current CI SLS,Primary forest,1151457.375,1655504.625,2220611,0.48578491978687416,0
BRA1071,Terrestrial,Americas Field Division,CI-GCF Implementing Agency,Brazil,NA,Continued this year,Site is outside of a current CI SLS,Site is outside of a current CI SLS,Secondary forest,34500.2109375,49000.81640625,69950.3359375,0.014555191157556898,0
BRA1071,Terrestrial,Americas Field Division,CI-GCF Implementing Agency,Brazil,NA,Continued this year,Site is outside of a current CI SLS,Site is outside of a current CI SLS,Grassland,2895.32861328125,3777.129150390625,6297.36962890625,0.001221501558543992,0
BRA1071,Terrestrial,Americas Field Division,CI-GCF Implementing Agency,Brazil,NA,Continued this year,Site is outside of a current CI SLS,Site is outside of a current CI SLS,Wetlands,315.20001220703125,421.8556213378906,551.1920166015625,1.3297879363256016e-4,0
BRA1071,Terrestrial,Americas Field Division,CI-GCF Implementing Agency,Brazil,NA,Continued this year,Site is outside of a current CI SLS,Site is outside of a current CI SLS,Mangroves,51.06555938720703,53.783203125,74.7686538696289,2.1543896638628268e-5,51.06555938720703
BRA1071,Terrestrial,Americas Field Division,CI-GCF Implementing Agency,Brazil,NA,Continued this year,Site is outside of a current CI SLS,Site is outside of a current CI SLS,Salt marsh,165.11643981933594,196.9700164794922,196.9700164794922,6.966048263239475e-5,165.11643981933594
BRA1072,Terrestrial,Americas Field Division,CI-GCF Implementing Agency,Brazil,NA,Continued this year,Site is outside of a current CI SLS,Site is outside of a current CI SLS,Grassland,36.31843566894531,60.32968521118164,60.32968521118164,0.2445356562681478,0
BRA1072,Terrestrial,Americas Field Division,CI-GCF Implementing Agency,Brazil,NA,Continued this year,Site is outside of a current CI SLS,Site is outside of a current CI SLS,Wetlands,3.1963753700256348,9.216296195983887,9.216296195983887,0.021521514745661424,0
BRA1073,Terrestrial,Americas Field Division,CI-GCF Implementing Agency,Brazil,NA,Continued this year,Site is outside of a current CI SLS,Site is outside of a current CI SLS,Primary forest,376072.21875,574528.125,827933.5625,0.43050006665746,0
BRA1073,Terrestrial,Americas Field Division,CI-GCF Implementing Agency,Brazil,NA,Continued this year,Site is outside of a current CI SLS,Site is outside of a current CI SLS,Secondary forest,753.25152587890625,948.49578857421875,1504.1497802734375,8.622674474028869e-4,0
BRA1073,Terrestrial,Americas Field Division,CI-GCF Implementing Agency,Brazil,NA,Continued this year,Site is outside of a current CI SLS,Site is outside of a current CI SLS,Grassland,119.4633560180664,98.235931396484375,182.47532653808594,1.367529430912037e-4,0
BRA1073,Terrestrial,Americas Field Division,CI-GCF Implementing Agency,Brazil,NA,Continued this year,Site is outside of a current CI SLS,Site is outside of a current CI SLS,Wetlands,27.773555755615234,0,53.55081558227539,3.1793142401872885e-5,0
BRA1073,Terrestrial,Americas Field Division,CI-GCF Implementing Agency,Brazil,NA,Continued this year,Site is outside of a current CI SLS,Site is outside of a current CI SLS,Mangroves,69.160675048828125,94.93254852294922,94.93254852294922,7.917010014076036e-5,69.160675048828125
BRA1074,Terrestrial,Americas Field Division,CI-GCF Implementing Agency,Brazil,NA,Continued this year,Site is outside of a current CI SLS,Site is outside of a current CI SLS,Primary forest,556.11334228515625,760.5814208984375,954.85772705078125,0.025425090468592985,0
BRA1074,Terrestrial,Americas Field Division,CI-GCF Implementing Agency,Brazil,NA,Continued this year,Site is outside of a current CI SLS,Site is outside of a current CI SLS,Secondary forest,1502.421142578125,1705.075927734375,2299.903564453125,0.06868958280160882,0
BRA1074,Terrestrial,Americas Field Division,CI-GCF Implementing Agency,Brazil,NA,Continued this year,Site is outside of a current CI SLS,Site is outside of a current CI SLS,Grassland,1479.6011962890625,1837.610595703125,4445.5703125,0.06764627174472297,0
BRA1074,Terrestrial,Americas Field Division,CI-GCF Implementing Agency,Brazil,NA,Continued this year,Site is outside of a current CI SLS,Site is outside of a current CI SLS,Wetlands,825.5860595703125,1090.8616943359375,1222.9447021484375,0.03774518368491349,0
BRA1074,Terrestrial,Americas Field Division,CI-GCF Implementing Agency,Brazil,NA,Continued this year,Site is outside of a current CI SLS,Site is outside of a current CI SLS,Mangroves,105.94659423828125,97.24417877197266,97.24417877197266,0.0048437998848917625,105.94659423828125
BRA1075,Terrestrial + Marine,Americas Field Division,Center for Oceans,Brazil,NA,Continued this year,Site is outside of a current CI SLS,Site is outside of a current CI SLS,Primary forest,3.77508544921875,0,0,1.8146622589648294e-4,0
BRA1075,Terrestrial + Marine,Americas Field Division,Center for Oceans,Brazil,NA,Continued this year,Site is outside of a current CI SLS,Site is outside of a current CI SLS,Secondary forest,15.153106689453125,0,56.8405647277832,7.284012821778302e-4,0
BRA1075,Terrestrial + Marine,Americas Field Division,Center for Oceans,Brazil,NA,Continued this year,Site is outside of a current CI SLS,Site is outside of a current CI SLS,Grassland,0.1146848276257515,0,0,5.512834905800803e-6,0
ECU1001,Terrestrial,Americas Field Division,NA,Ecuador,NA,Continued this year,Eastern Tropical Pacific Seascape,ETPS ? Ecuador,Primary forest,1441.447265625,1405.260986328125,2713.8408203125,0.0018817113931930652,0
ECU1001,Terrestrial,Americas Field Division,NA,Ecuador,NA,Continued this year,Eastern Tropical Pacific Seascape,ETPS ? Ecuador,Secondary forest,2672.32763671875,3266.500732421875,10655.703125,0.003488542023199185,0
ECU1001,Terrestrial,Americas Field Division,NA,Ecuador,NA,Continued this year,Eastern Tropical Pacific Seascape,ETPS ? Ecuador,Grassland,8972.873046875,9658.50390625,36123.578125,0.011713475646754748,0
ECU1001,Terrestrial,Americas Field Division,NA,Ecuador,NA,Continued this year,Eastern Tropical Pacific Seascape,ETPS ? Ecuador,Wetlands,16755.638671875,28158.626953125,40240.16796875,0.021873346976327063,0
ECU1001,Terrestrial,Americas Field Division,NA,Ecuador,NA,Continued this year,Eastern Tropical Pacific Seascape,ETPS ? Ecuador,Mangroves,244.08900451660156,76.90959930419922,76.90959930419922,3.186415984166384e-4,244.08900451660156
ECU1002,Marine,Americas Field Division,Center for Oceans,Ecuador,NA,Continued this year,Eastern Tropical Pacific Seascape,ETPS ? Ecuador,Primary forest,344.0845031738281,283.2795715332031,432.01544189453125,2.789233436983528e-5,0
ECU1002,Marine,Americas Field Division,Center for Oceans,Ecuador,NA,Continued this year,Eastern Tropical Pacific Seascape,ETPS ? Ecuador,Secondary forest,425.3379821777344,355.8414001464844,656.9591064453125,3.4478940811522096e-5,0
ECU1002,Marine,Americas Field Division,Center for Oceans,Ecuador,NA,Continued this year,Eastern Tropical Pacific Seascape,ETPS ? Ecuador,Grassland,357.0462951660156,429.2248840332031,539.71112060546875,2.8943049042956447e-5,0
ECU1002,Marine,Americas Field Division,Center for Oceans,Ecuador,NA,Continued this year,Eastern Tropical Pacific Seascape,ETPS ? Ecuador,Wetlands,319.1382751464844,240.6045684814453,413.4345703125,2.587013189635361e-5,0
ECU1002,Marine,Americas Field Division,Center for Oceans,Ecuador,NA,Continued this year,Eastern Tropical Pacific Seascape,ETPS ? Ecuador,Mangroves,71.10591125488281,22.404644012451172,22.404644012451172,5.76401969312485e-6,71.10591125488281
ECU1003,Terrestrial,Americas Field Division,NA,Ecuador,NA,Continued this year,Eastern Tropical Pacific Seascape,ETPS ? Ecuador,Secondary forest,0.9738790988922119,0,32.125389099121094,0.001648826037233915,0
ECU1003,Terrestrial,Americas Field Division,NA,Ecuador,NA,Continued this year,Eastern Tropical Pacific Seascape,ETPS ? Ecuador,Grassland,9.533961296081543,4.357515335083008,22.674291610717773,0.016141473454806644,0
ECU1004,Terrestrial,Americas Field Division,NA,Ecuador,NA,Continued this year,Eastern Tropical Pacific Seascape,ETPS ? Ecuador,Secondary forest,0.040859151631593704,0,0,8.203660529171928e-5,0
ECU1004,Terrestrial,Americas Field Division,NA,Ecuador,NA,Continued this year,Eastern Tropical Pacific Seascape,ETPS ? Ecuador,Grassland,2.5574464797973633,0,57.28490447998047,0.005134816045852635,0
ECU1005,Terrestrial,Americas Field Division,NA,Ecuador,NA,Continued this year,Eastern Tropical Pacific Seascape,ETPS ? Ecuador,Secondary forest,547.7572021484375,184.62002563476562,218.573486328125,0.0415672015490219,0
ECU1005,Terrestrial,Americas Field Division,NA,Ecuador,NA,Continued this year,Eastern Tropical Pacific Seascape,ETPS ? Ecuador,Grassland,1597.68798828125,1032.57861328125,4164.49609375,0.12124243800146536,0
ECU1005,Terrestrial,Americas Field Division,NA,Ecuador,NA,Continued this year,Eastern Tropical Pacific Seascape,ETPS ? Ecuador,Wetlands,1095.0692138671875,511.55218505859375,511.55218505859375,0.08310061929703502,0
ECU1005,Terrestrial,Americas Field Division,NA,Ecuador,NA,Continued this year,Eastern Tropical Pacific Seascape,ETPS ? Ecuador,Mangroves,320.10125732421875,154.64491271972656,154.64491271972656,0.02429126157922318,320.10125732421875
ECU1006,Terrestrial,Americas Field Division,NA,Ecuador,NA,Continued this year,Eastern Tropical Pacific Seascape,ETPS ? Ecuador,Primary forest,4770.45166015625,1765.77197265625,1765.77197265625,0.08459791086274872,0
ECU1006,Terrestrial,Americas Field Division,NA,Ecuador,NA,Continued this year,Eastern Tropical Pacific Seascape,ETPS ? Ecuador,Secondary forest,24278.58203125,9502.6962890625,10541.263671875,0.4305498650596004,0
ECU1006,Terrestrial,Americas Field Division,NA,Ecuador,NA,Continued this year,Eastern Tropical Pacific Seascape,ETPS ? Ecuador,Grassland,24206.9296875,9830.412109375,10295.4892578125,0.42927920160433525,0
ECU1006,Terrestrial,Americas Field Division,NA,Ecuador,NA,Continued this year,Eastern Tropical Pacific Seascape,ETPS ? Ecuador,Wetlands,21715.0546875,8394.2177734375,8691.73046875,0.38508895838442864,0
ECU1006,Terrestrial,Americas Field Division,NA,Ecuador,NA,Continued this year,Eastern Tropical Pacific Seascape,ETPS ? Ecuador,Mangroves,5908.55419921875,2619.356201171875,2718.66650390625,0.10478071618418945,5908.55419921875
ECU1006,Terrestrial,Americas Field Division,NA,Ecuador,NA,Continued this year,Eastern Tropical Pacific Seascape,ETPS ? Ecuador,Salt marsh,889.86993408203125,297.9184265136719,297.9184265136719,0.015780714851735027,889.86993408203125
ECU1006,Terrestrial,Americas Field Division,NA,Ecuador,NA,Continued this year,Eastern Tropical Pacific Seascape,ETPS ? Ecuador,Seagrass,122.18850708007812,0,0,0.0021668582278589147,122.18850708007812
ECU1007,Terrestrial,Americas Field Division,NA,Ecuador,NA,Continued this year,Eastern Tropical Pacific Seascape,ETPS ? Ecuador,Primary forest,83.81208038330078,59.0166015625,102.26599884033203,0.029788412052723146,0
ECU1007,Terrestrial,Americas Field Division,NA,Ecuador,NA,Continued this year,Eastern Tropical Pacific Seascape,ETPS ? Ecuador,Secondary forest,237.23153686523437,145.3020477294922,241.82676696777344,0.0843166133059072,0
ECU1007,Terrestrial,Americas Field Division,NA,Ecuador,NA,Continued this year,Eastern Tropical Pacific Seascape,ETPS ? Ecuador,Grassland,263.2537841796875,176.2698974609375,176.2698974609375,0.09356541636622648,0
ECU1007,Terrestrial,Americas Field Division,NA,Ecuador,NA,Continued this year,Eastern Tropical Pacific Seascape,ETPS ? Ecuador,Wetlands,174.19749450683594,93.83638000488281,93.83638000488281,0.06191311230064044,0
ECU1007,Terrestrial,Americas Field Division,NA,Ecuador,NA,Continued this year,Eastern Tropical Pacific Seascape,ETPS ? Ecuador,Mangroves,186.93405151367187,137.33018493652344,137.33018493652344,0.06643992760599375,186.93405151367187
ECU1008,Terrestrial,Americas Field Division,NA,Ecuador,NA,Continued this year,Eastern Tropical Pacific Seascape,ETPS ? Ecuador,Primary forest,95.74927520751953,110.25927734375,110.25927734375,0.3946145532786001,0
ECU1009,Terrestrial + Marine,Americas Field Division,Center for Oceans,Ecuador,NA,Continued this year,Eastern Tropical Pacific Seascape,ETPS ? Ecuador,Primary forest,10.73267650604248,0,171.2153778076172,2.0452129951720774e-4,0
ECU1009,Terrestrial + Marine,Americas Field Division,Center for Oceans,Ecuador,NA,Continued this year,Eastern Tropical Pacific Seascape,ETPS ? Ecuador,Secondary forest,9.047619641933125e-6,0,0,1.724109476013543e-10,0
ECU1009,Terrestrial + Marine,Americas Field Division,Center for Oceans,Ecuador,NA,Continued this year,Eastern Tropical Pacific Seascape,ETPS ? Ecuador,Grassland,3.778414487838745,0,12.210894584655762,7.200126089073483e-5,0
ECU1010,Marine,Americas Field Division,NA,Ecuador,NA,Continued this year,Eastern Tropical Pacific Seascape,ETPS ? Ecuador,Primary forest,34.404022216796875,77.9294662475586,105.15389251708984,6.287292804796511e-4,0
ECU1010,Marine,Americas Field Division,NA,Ecuador,NA,Continued this year,Eastern Tropical Pacific Seascape,ETPS ? Ecuador,Secondary forest,17.643760681152344,51.17872619628906,80.83374786376953,3.224375594258316e-4,0
ECU1010,Marine,Americas Field Division,NA,Ecuador,NA,Continued this year,Eastern Tropical Pacific Seascape,ETPS ? Ecuador,Grassland,8.157243728637695,0,31.073789596557617,1.4907262726099422e-4,0
ECU1011,Marine,Americas Field Division,NA,Ecuador,NA,Continued this year,Eastern Tropical Pacific Seascape,ETPS ? Ecuador,Primary forest,41.23701095581055,90.879638671875,104.34454345703125,0.01662963748303668,0
ECU1011,Marine,Americas Field Division,NA,Ecuador,NA,Continued this year,Eastern Tropical Pacific Seascape,ETPS ? Ecuador,Secondary forest,5.56995153427124,0,31.848766326904297,0.002246192744480746,0
ECU1012,Marine,Americas Field Division,NA,Ecuador,NA,Continued this year,Eastern Tropical Pacific Seascape,ETPS ? Ecuador,Primary forest,0.25091075897216797,0,0,1.905801385669869e-5,0
